Energy,O_XAS
503.24493800603415,0.0002712611450631507
503.26493800603413,0.0002732432097396035
503.28493800603417,0.0002752508741915098
503.30493800603415,0.00027728463073802554
503.32493800603413,0.0002793449842050419
503.34493800603417,0.0002814324549188295
503.36493800603415,0.0002835475751974038
503.38493800603413,0.0002856908921428256
503.4049380060342,0.00028786296859739256
503.42493800603415,0.0002900643824296909
503.44493800603414,0.0002922957277270831
503.4649380060342,0.00029455761517514144
503.48493800603416,0.00029685067322491714
503.50493800603414,0.0002991755477938582
503.5249380060341,0.0003015329038918558
503.54493800603416,0.0003039234258013863
503.5649480060342,0.0003063490391475068
503.58494800603415,0.00030880804420825244
503.60494800603414,0.00031130239322942695
503.6249480060342,0.0003138328553522362
503.64494800603416,0.00031640022462984147
503.66494800603414,0.00031900531981448406
503.6849480060341,0.00032164898340653053
503.70494800603416,0.00032433208727621754
503.72494800603414,0.00032705552904981804
503.7449480060341,0.0003298202368033943
503.76494800603416,0.00033262716806703793
503.78494800603414,0.00033547731250911406
503.8049480060341,0.00033837169186462545
503.82494800603416,0.0003413113642679858
503.84494800603414,0.00034429742173402853
503.8649480060341,0.00034733099408058567
503.88494800603416,0.0003504132541854118
503.90494800603415,0.0003535454109861133
503.9249480060341,0.00035672872033527223
503.94494800603417,0.0003599644817922873
503.96494800603415,0.0003632540427125885
503.98494800603413,0.00036659879945625997
504.00494800603417,0.0003700002015980859
504.02494800603415,0.00037345975213583097
504.04494800603413,0.000376979012000373
504.0649480060342,0.0003805596019457792
504.08494800603415,0.00038420320604843304
504.10495800603417,0.00038791344507873367
504.12495800603415,0.00039168842908516796
504.14495800603413,0.0003955318913120868
504.16495800603417,0.00039944579804708773
504.18495800603415,0.0004034322021393725
504.20495800603413,0.0004074932360312979
504.22495800603417,0.00041163112292004543
504.24495800603415,0.00041584818063123135
504.26495800603413,0.0004201468249829126
504.2849580060342,0.0004245295743346412
504.30495800603416,0.00042899905629138757
504.32495800603414,0.00043355801340482945
504.3449580060341,0.0004382093072929888
504.36495800603416,0.0004429559266235018
504.38495800603414,0.0004478009908956798
504.4049580060341,0.00045274776588623104
504.42495800603416,0.0004577996583225158
504.44495800603414,0.0004629602293361859
504.4649580060341,0.00046823320608396416
504.48495800603416,0.00047362248393807433
504.50495800603414,0.0004791321380276942
504.5249580060341,0.0004847664309884607
504.54495800603416,0.0004905298250854679
504.56495800603415,0.000496426987812793
504.5849580060341,0.000502462805760244
504.60495800603417,0.0005086423935162396
504.6249680060341,0.0005149743106028657
504.64496800603416,0.0005214578303027813
504.66496800603414,0.0005281019476038234
504.6849680060341,0.0005349128128734981
504.70496800603416,0.0005418968499552165
504.72496800603415,0.000549060800589387
504.7449680060341,0.0005564117085338703
504.76496800603417,0.0005639569508599251
504.78496800603415,0.0005717042525172987
504.80496800603413,0.0005796616954608547
504.82496800603417,0.0005878377341552382
504.84496800603415,0.0005962412143859081
504.86496800603413,0.0006048813899032493
504.88496800603417,0.0006137679331728378
504.90496800603415,0.0006229109590920237
504.92496800603413,0.0006323210330124192
504.9449680060342,0.0006420092098145321
504.96496800603416,0.000651987022046684
504.98496800603414,0.0006622665085218955
505.0049680060341,0.0006728602466320277
505.02496800603416,0.0006837813508448344
505.04496800603414,0.0006950434998082163
505.0649680060341,0.0007066609496050647
505.08496800603416,0.000718648560353374
505.10496800603414,0.000731021800650253
505.1249680060341,0.0007437967749460119
505.14496800603416,0.0007569902360791805
505.1649780060342,0.0007706265370583711
505.18497800603416,0.000784710132915106
505.20497800603414,0.0007992665489014634
505.2249780060341,0.0008143152753526477
505.24497800603416,0.0008298765540129156
505.26497800603414,0.0008459713585259335
505.2849780060341,0.0008626213843091857
505.30497800603416,0.0008798491291496265
505.32497800603414,0.0008976778226217516
505.3449780060341,0.0009161314920017535
505.36497800603416,0.0009352349327971947
505.38497800603415,0.0009550137339432158
505.4049780060341,0.0009754942535064376
505.42497800603417,0.0009967036701089714
505.44497800603415,0.0010186699121532482
505.46497800603413,0.0010414216920581433
505.48497800603417,0.001064988549265434
505.50497800603415,0.0010894007062138503
505.52497800603413,0.00111468920187447
505.54497800603417,0.001140885784481169
505.56497800603415,0.001168022929602868
505.58497800603413,0.0011961337989918725
505.6049780060342,0.0012252522495549926
505.62497800603415,0.0012554127640201133
505.64497800603414,0.0012866504486747227
505.6649780060342,0.001319000987035305
505.68497800603416,0.0013525006083640483
505.70498800603417,0.0013872036744421708
505.72498800603415,0.001423112671419287
505.74498800603413,0.0014602822527163665
505.7649880060342,0.0014987502938897345
505.78498800603415,0.0015385550543165465
505.80498800603414,0.0015797349283092187
505.8249880060342,0.0016223285104132081
505.84498800603416,0.001666374486461087
505.86498800603414,0.001711911564395594
505.8849880060341,0.0017589783634862379
505.90498800603416,0.0018076133669399663
505.92498800603414,0.001857854834289828
505.9449880060341,0.0019097406903995642
505.96498800603416,0.0019633084399514754
505.98498800603414,0.002018595042936438
506.0049880060341,0.0020756369804159716
506.02498800603416,0.0021344698931059433
506.04498800603415,0.0021951286149410466
506.0649880060341,0.002257647113319115
506.08498800603417,0.002322058282020985
506.10498800603415,0.002388393876843952
506.12498800603413,0.002456684389523122
506.14498800603417,0.002526958961843028
506.16498800603415,0.0025992452229057195
506.18498800603413,0.0026735692193663066
506.20498800603417,0.0027499552763308585
506.2249980060341,0.0028284656526627867
506.24499800603417,0.002909042440248916
506.26499800603415,0.002991742850524876
506.28499800603413,0.0030765832424817815
506.30499800603417,0.003163577637899861
506.32499800603415,0.003252737799474752
506.34499800603413,0.0033440728860418285
506.36499800603417,0.003437589563441397
506.38499800603415,0.003533291797779608
506.40499800603413,0.0036311808527466553
506.4249980060342,0.003731255102727564
506.44499800603415,0.0038335100296322004
506.46499800603414,0.003937938140585023
506.4849980060342,0.004044528905751373
506.50499800603416,0.0041532686490970035
506.52499800603414,0.004264140507012691
506.5449980060341,0.004377124658191491
506.56499800603416,0.004492197812978624
506.58499800603414,0.004609333526527866
506.6049980060341,0.004728502118496101
506.62499800603416,0.004849670627584321
506.64499800603414,0.0049728028328327855
506.6649980060341,0.005097859297023229
506.68499800603416,0.005224797360704628
506.70499800603415,0.0053535711828164466
506.7249980060341,0.005484131820428402
506.74499800603417,0.0056164272448280825
506.7650080060341,0.005750469823259286
506.78500800603416,0.005886067636700327
506.80500800603414,0.006023226461992286
506.8250080060341,0.006161882807397375
506.84500800603416,0.00630197052707618
506.86500800603415,0.006443421028829478
506.8850080060341,0.006586163297843526
506.90500800603417,0.006730124114847425
506.92500800603415,0.006875228155543393
506.94500800603413,0.007021398209212983
506.96500800603417,0.007168555267142332
506.98500800603415,0.007316618737830176
507.00500800603413,0.007465506625720827
507.02500800603417,0.0076151357065980235
507.04500800603415,0.007765421700352751
507.06500800603413,0.007916279452460016
507.0850080060342,0.008067623296595388
507.10500800603415,0.008219366993347238
507.12500800603414,0.008371424109792025
507.1450080060342,0.008523708181086748
507.16500800603416,0.008676132920793108
507.18500800603414,0.008828612413227339
507.2050080060341,0.008981061333465799
507.22500800603416,0.00913339513069835
507.24500800603414,0.009285530283906886
507.2650080060341,0.009437384424977747
507.28500800603416,0.009588876548642114
507.3050180060342,0.009740002639110817
507.32501800603416,0.00989053390985042
507.34501800603414,0.010040470214919736
507.3650180060341,0.010189737843891036
507.38501800603416,0.01033826525961758
507.40501800603414,0.010485983347445832
507.4250180060341,0.010632825423612638
507.44501800603416,0.010778727447721032
507.46501800603414,0.010923628032530362
507.4850180060341,0.011067468634861036
507.50501800603416,0.011210193568100536
507.52501800603414,0.011351750075350364
507.5450180060341,0.011492088371296482
507.56501800603417,0.011631161709505978
507.58501800603415,0.011768926384255515
507.60501800603413,0.011905341593210224
507.62501800603417,0.012040369616094315
507.64501800603415,0.012173975761781471
507.66501800603413,0.012306128120704694
507.68501800603417,0.012436797705202413
507.70501800603415,0.012565958247455525
507.72501800603413,0.012693586139018075
507.7450180060342,0.012819660331582486
507.76501800603415,0.012944162118497724
507.78501800603414,0.013067075105716645
507.8050180060342,0.013188384957362574
507.82502800603413,0.01330813865061053
507.84502800603417,0.013426205786261872
507.86502800603415,0.01354263739240376
507.88502800603413,0.013657425603585325
507.9050280060342,0.013770563606978642
507.92502800603415,0.013882045376774546
507.94502800603414,0.01399186557125493
507.9650280060342,0.014100019135187943
507.98502800603416,0.014206501235407756
508.00502800603414,0.014311306730503218
508.0250280060341,0.01441443019451849
508.04502800603416,0.014515865507446655
508.06502800603414,0.014615605634418698
508.0850280060341,0.014713642345981413
508.10502800603416,0.01480996604382772
508.12502800603414,0.01490456554033806
508.1450280060341,0.014997427465425862
508.16502800603416,0.015088536616706836
508.18502800603414,0.015177875373751145
508.2050280060341,0.015265423520128748
508.22502800603417,0.015351158137146282
508.24502800603415,0.015435053452571078
508.26502800603413,0.015517080534113837
508.28502800603417,0.01559720733962372
508.30502800603415,0.015675398469570775
508.32502800603413,0.015751615065110663
508.34502800603417,0.01582581480001922
508.3650380060341,0.015897987319561872
508.38503800603416,0.015968011001961012
508.40503800603415,0.016035869321089562
508.42503800603413,0.01610150562946969
508.44503800603417,0.016164859657101613
508.46503800603415,0.0162258676867657
508.48503800603413,0.01628446267089259
508.50503800603417,0.016340574104502646
508.52503800603415,0.01639412856446445
508.54503800603413,0.016445049463740483
508.5650380060342,0.016493257538145
508.58503800603415,0.016538670903478023
508.60503800603414,0.01658120540983439
508.6250380060342,0.016620774698917307
508.64503800603416,0.01665729075380294
508.66503800603414,0.016690664108568686
508.6850380060341,0.016720803766053154
508.70503800603416,0.01674761833073735
508.72503800603414,0.01677101564544821
508.7450380060341,0.016790903527703502
508.76503800603416,0.016807189982364922
508.78503800603414,0.0168197838058793
508.8050380060341,0.016828594661909866
508.82503800603416,0.016833533830009018
508.84503800603414,0.016834514273733628
508.8650380060341,0.016831451315116357
508.88503800603416,0.016824263000813064
508.9050480060341,0.01681286366249462
508.92504800603416,0.016797189339121426
508.94504800603414,0.016777163733371712
508.9650480060341,0.016752719850219568
508.98504800603416,0.016723794999361642
509.00504800603414,0.01669033187649473
509.0250480060341,0.016652278468634
509.04504800603416,0.016609588442735183
509.06504800603415,0.016562221650833164
509.0850480060341,0.016510144327670735
509.10504800603417,0.016453329380838717
509.12504800603415,0.016391756630553322
509.14504800603413,0.0163254131549089
509.16504800603417,0.016254293399620093
509.18504800603415,0.01617839950010549
509.20504800603413,0.01609774101621131
509.22504800603417,0.016012335778776483
509.24504800603415,0.015922209419854276
509.26504800603414,0.01582739568504621
509.2850480060342,0.01572793642489824
509.30504800603416,0.015623881669911957
509.32504800603414,0.01551528958371539
509.3450480060341,0.015402226287149148
509.36504800603416,0.015284766085222223
509.38504800603414,0.015162991076443616
509.4050480060341,0.015036991188673765
509.42505800603413,0.014906797910570172
509.4450580060342,0.01477264641124443
509.46505800603416,0.014634584917383868
509.48505800603414,0.014492732533805015
509.5050580060341,0.014347215346023547
509.52505800603416,0.014198165629504008
509.54505800603414,0.014045722042941456
509.5650580060341,0.013890028999917516
509.58505800603416,0.013731236256379007
509.60505800603414,0.013569498832337636
509.6250580060341,0.0134049764212248
509.64505800603416,0.013237833074706785
509.66505800603414,0.013068236784468829
509.6850580060341,0.012896359047977961
509.70505800603416,0.012722374557041038
509.72505800603415,0.012546460624157913
509.7450580060341,0.01236879674289104
509.76505800603417,0.012189564312103805
509.78505800603415,0.01200894604155383
509.80505800603413,0.011827125597921366
509.82505800603417,0.011644287177859416
509.84505800603415,0.01146061490167118
509.86505800603413,0.011276292691170716
509.88505800603417,0.01109150354495505
509.90505800603415,0.01090642931753135
509.92505800603413,0.01072125027905094
509.9450580060342,0.010536144684007698
509.96506800603413,0.01035119606637228
509.98506800603417,0.010166762444817143
510.00506800603415,0.009982921415063154
510.02506800603413,0.009799839544268546
510.04506800603417,0.009617679729916354
510.06506800603415,0.00943660081219254
510.08506800603413,0.009256757214500566
510.1050680060342,0.009078298961662035
510.12506800603416,0.008901371029350368
510.14506800603414,0.008726113476475937
510.1650680060342,0.008552661035817366
510.18506800603416,0.008381143029299085
510.20506800603414,0.008211683096025033
510.2250680060341,0.008044399243591531
510.24506800603416,0.007879403511209533
510.26506800603414,0.007716801933434911
510.2850680060341,0.007556694697333691
510.30506800603416,0.007399175603706415
510.32506800603414,0.007244332486847733
510.3450680060341,0.007092246925604858
510.36506800603416,0.006942994385870201
510.38506800603415,0.006796644015361005
510.4050680060341,0.0066532590062124385
510.42506800603417,0.006512896347539297
510.44506800603415,0.006375607088130614
510.46506800603413,0.006241436301030005
510.48506800603417,0.0061104232241939406
510.5050780060341,0.005982538194136869
510.52507800603416,0.005857936945381153
510.54507800603415,0.005736577240917224
510.5650780060341,0.0056184760209269935
510.58507800603417,0.005503645290146296
510.60507800603415,0.00539209180790923
510.62507800603413,0.005283817565918048
510.64507800603417,0.005178819926365354
510.66507800603415,0.0050770917226385884
510.68507800603413,0.0049786214733695865
510.70507800603417,0.004883393598054434
510.72507800603415,0.0047913886172203215
510.74507800603413,0.004702583323333931
510.7650780060342,0.004616950967753723
510.78507800603415,0.004534461446557236
510.80507800603414,0.004455081784649512
510.8250780060342,0.0043787758329789685
510.84507800603416,0.004305504839636373
510.86507800603414,0.004235227551831426
510.8850780060341,0.00416790037934136
510.90507800603416,0.0041034776241126066
510.92507800603414,0.004041911626614556
510.9450780060341,0.003983153050831378
510.96507800603416,0.003927150913371033
510.98507800603414,0.00387385289462329
511.0050780060341,0.003823205432549845
511.02508800603414,0.003775130526807642
511.0450880060341,0.003729620674965363
511.06508800603416,0.003686594996113186
511.08508800603414,0.003645996615944862
511.1050880060341,0.0036077682152282024
511.12508800603416,0.003571852212187263
511.14508800603414,0.0035381907134969543
511.1650880060341,0.0035067258349417052
511.18508800603416,0.0034773997131553477
511.20508800603415,0.0034501546304530847
511.2250880060341,0.003424933101139466
511.24508800603417,0.003401677988175553
511.26508800603415,0.0033803325587148884
511.28508800603413,0.0033608406449988
511.30508800603417,0.0033431465623626234
511.32508800603415,0.0033271952985052455
511.34508800603413,0.0033129326889165304
511.36508800603417,0.0033003051610302992
511.38508800603415,0.003289260060630085
511.40508800603413,0.003279745573693111
511.4250880060342,0.0032717107853542557
511.44508800603415,0.003265105747848131
511.46508800603414,0.0032598814966998814
511.4850880060342,0.0032559900418082668
511.50508800603416,0.00325338444495876
511.52508800603414,0.0032520188082351097
511.5450880060341,0.0032518483120887566
511.56509800603413,0.003252829939237043
511.5850980060342,0.003254920048728161
511.60509800603415,0.003258077276483578
511.62509800603414,0.003262261124265636
511.6450980060342,0.0032674322333584565
511.66509800603416,0.0032735522933645725
511.68509800603414,0.003280584106349771
511.7050980060341,0.0032884915714405166
511.72509800603416,0.0032972396573112527
511.74509800603414,0.003306794397930152
511.7650980060341,0.0033171228879723476
511.78509800603416,0.0033281932695889975
511.80509800603414,0.0033399747250977265
511.8250980060341,0.0033524374282191474
511.84509800603416,0.0033655525602291378
511.86509800603415,0.003379292344859695
511.8850980060341,0.003393629908056846
511.90509800603417,0.0034085393566356684
511.92509800603415,0.0034239957297368404
511.94509800603413,0.0034399749704677666
511.96509800603417,0.0034564539414483194
511.98509800603415,0.0034734103572588923
512.0050980060341,0.0034908228075073685
512.0250980060341,0.0035086707077024494
512.0450980060341,0.003526934296314238
512.0650980060342,0.0035455946075982703
512.0851080060341,0.0035646430685390726
512.1051080060341,0.003584043196968998
512.1251080060341,0.003603787727622702
512.1451080060341,0.0036238606906155487
512.1651080060342,0.003644246802930448
512.1851080060342,0.0036649314718459627
512.2051080060342,0.003685900748885948
512.2251080060341,0.003707141332480815
512.2451080060341,0.003728640541777642
512.2651080060341,0.003750386295818565
512.2851080060342,0.0037723670940795102
512.3051080060342,0.0037945720004466162
512.3251080060342,0.00381699062469419
512.3451080060341,0.0038396131060467707
512.3651080060341,0.003862430085557134
512.3851080060341,0.0038854326984157014
512.4051080060342,0.003908612571380392
512.4251080060342,0.003931961770193208
512.4451080060342,0.003955472810746595
512.4651080060341,0.0039791386351345605
512.4851080060341,0.004002952591322935
512.5051080060341,0.004026908431170419
512.5251080060342,0.00405100027600367
512.5451080060342,0.004075222619444023
512.5651080060342,0.0040995703003050615
512.5851080060341,0.004124038495165143
512.6051080060341,0.004148622701963391
512.6251180060342,0.004173331106354456
512.6451180060342,0.004198135103714023
512.6651180060342,0.004223043403877852
512.6851180060341,0.004248052656194205
512.7051180060341,0.004273159766884647
512.7251180060341,0.004298361889765854
512.7451180060341,0.004323656402595052
512.7651180060342,0.004349040905838823
512.7851180060342,0.004374513206120626
512.8051180060341,0.0044000713045659855
512.8251180060341,0.004425713384147835
512.8451180060341,0.004451437799226743
512.8651180060341,0.004477243061072915
512.8851180060342,0.004503127831606277
512.9051180060342,0.004529090902675554
512.9251180060342,0.004555131190830831
512.9451180060341,0.004581247728009541
512.9651180060341,0.004607439637890374
512.9851180060341,0.004633706134924774
513.0051180060342,0.004660046505874349
513.0251180060342,0.0046864600973458275
513.0451180060342,0.004712946307157281
513.0651180060341,0.0047395045679243545
513.0851180060341,0.004766134331413579
513.1051180060341,0.004792835059993024
513.1251180060342,0.00481960620997307
513.1451180060342,0.004846447219370598
513.1651280060341,0.004873370963881291
