Energy,O_XES
482.0979431529643,8.366614476995137e-05
482.1179431529643,8.384269009367809e-05
482.13794315296434,8.40198432903786e-05
482.1579431529643,8.419760744469107e-05
482.1779431529643,8.437598545052193e-05
482.1979431529643,8.455498000946073e-05
482.2179431529643,8.473459366575084e-05
482.2379431529643,8.491482886162993e-05
482.25794315296434,8.509568797520846e-05
482.2779431529643,8.527717334837776e-05
482.2979431529643,8.545928737551996e-05
482.3179431529643,8.564203250874349e-05
482.3379431529643,8.582541135896378e-05
482.3579431529643,8.600942674530445e-05
482.3779431529643,8.61940817279248e-05
482.39794315296433,8.63793797022713e-05
482.4179431529643,8.65653244044034e-05
482.4379431529643,8.675191994062121e-05
482.45794315296433,8.69391707407255e-05
482.4779431529643,8.712708154394069e-05
482.4979431529643,8.731565734068049e-05
482.51794315296434,8.750490328163365e-05
482.5379431529643,8.76948246010827e-05
482.55795315296433,8.788552194506088e-05
482.5779531529643,8.807680988099835e-05
482.5979531529643,8.826878852109272e-05
482.61795315296433,8.846146264861396e-05
482.6379531529643,8.865483686326112e-05
482.6579531529643,8.884891553540325e-05
482.67795315296434,8.9043702832188e-05
482.6979531529643,8.923920272776768e-05
482.7179531529643,8.943541904539868e-05
482.73795315296434,8.963235543784539e-05
482.7579531529643,8.983001545326707e-05
482.7779531529643,9.002840251719426e-05
482.79795315296434,9.022752001899094e-05
482.8179531529643,9.042737130439044e-05
482.8379531529643,9.062795976653445e-05
482.85795315296434,9.082928888794099e-05
482.8779531529643,9.103136233335337e-05
482.8979531529643,9.123418398893782e-05
482.9179531529643,9.143775811110621e-05
482.9379531529643,9.16420893034369e-05
482.9579531529643,9.184718264192042e-05
482.9779531529643,9.205304361845867e-05
482.9979531529643,9.225967814235943e-05
483.0179531529643,9.246709249094025e-05
483.0379531529643,9.267529324111648e-05
483.05795315296433,9.288428715830763e-05
483.07796315296434,9.3094186200238e-05
483.0979631529643,9.330478737480549e-05
483.1179631529643,9.351620215659695e-05
483.1379631529643,9.372843712640381e-05
483.1579631529643,9.394149864521594e-05
483.1779631529643,9.415539288152851e-05
483.1979631529643,9.437012576428692e-05
483.21796315296433,9.458570301837967e-05
483.2379631529643,9.480213018023777e-05
483.2579631529643,9.501941264969571e-05
483.27796315296433,9.523755566611576e-05
483.2979631529643,9.545656438616252e-05
483.3179631529643,9.567644385977074e-05
483.33796315296433,9.58971991294447e-05
483.3579631529643,9.611883521590539e-05
483.3779631529643,9.634135722204912e-05
483.39796315296434,9.656477037423426e-05
483.4179631529643,9.678908012624074e-05
483.4379631529643,9.701429219883688e-05
483.45796315296434,9.724041274989086e-05
483.4779631529643,9.746744834259008e-05
483.4979631529643,9.769540609332052e-05
483.5179631529643,9.792429360519532e-05
483.5379631529643,9.815411897486708e-05
483.5579631529643,9.838489074060432e-05
483.57796315296434,9.861661781066683e-05
483.5979631529643,9.884930934006802e-05
483.61797315296434,9.908309170536307e-05
483.6379731529643,9.931774050686045e-05
483.6579731529643,9.955338161500709e-05
483.67797315296434,9.979002411820604e-05
483.6979731529643,0.00010002767688555592
483.7179731529643,0.00010026634859825399
483.7379731529643,0.00010050604770070836
483.7579731529643,0.00010074678240567497
483.7779731529643,0.00010098856080396475
483.7979731529643,0.00010123139084398467
483.8179731529643,0.00010147528037420882
483.8379731529643,0.00010172023722117648
483.8579731529643,0.00010196626923765316
483.87797315296433,0.00010221338432680749
483.8979731529643,0.00010246159057545695
483.9179731529643,0.0001027108962342122
483.93797315296433,0.00010296130986279828
483.9579731529643,0.00010321284038415242
483.9779731529643,0.00010346549711438381
483.99797315296433,0.00010371928989508835
484.0179731529643,0.000103974229091715
484.0379731529643,0.00010423032563731975
484.05797315296434,0.00010448759096392644
484.0779731529643,0.00010474603699964287
484.0979731529643,0.00010500567610703993
484.11797315296434,0.00010526652097020866
484.1379731529643,0.00010552858451357057
484.15798315296433,0.00010579201165633191
484.1779831529643,0.00010605655224867888
484.1979831529643,0.00010632235067323073
484.21798315296434,0.0001065894198780416
484.2379831529643,0.00010685777275509057
484.2579831529643,0.00010712742206636449
484.27798315296434,0.00010739838048532695
484.2979831529643,0.00010767066060818125
484.3179831529643,0.00010794427502259826
484.33798315296434,0.00010821923625660715
484.3579831529643,0.00010849555689285431
484.3779831529643,0.0001087732495218712
484.39798315296434,0.00010905232688579432
484.4179831529643,0.00010933280183718655
484.4379831529643,0.00010961468748687172
484.4579831529643,0.00010989799723097982
484.4779831529643,0.0001101827448826085
484.4979831529643,0.00011046894469691493
484.5179831529643,0.00011075661159508654
484.53798315296433,0.00011104576108406631
484.5579831529643,0.00011133640946743711
484.5779831529643,0.00011162857373137428
484.59798315296433,0.00011192227156556659
484.6179831529643,0.0001122175213057569
484.6379831529643,0.00011251434186582326
484.65798315296433,0.00011281275259469205
484.6779931529643,0.00011311292359298991
484.69799315296433,0.00011341457462764258
484.7179931529643,0.00011371787534932552
484.7379931529643,0.00011402284575223811
484.75799315296433,0.00011432950577623878
484.7779931529643,0.00011463787536996297
484.7979931529643,0.00011494797440066543
484.81799315296433,0.00011525982270862855
484.8379931529643,0.00011557344012020622
484.8579931529643,0.00011588884653434424
484.87799315296434,0.00011620606184363792
484.8979931529643,0.00011652510607844576
484.9179931529643,0.00011684599933080788
484.93799315296434,0.00011716876193009406
484.9579931529643,0.00011749341436612084
484.9779931529643,0.00011781997746853926
484.99799315296434,0.00011814847240977029
485.0179931529643,0.00011847892085408572
485.0379931529643,0.00011881134496118287
485.0579931529643,0.0001191457676532047
485.0779931529643,0.00011948221248181427
485.0979931529643,0.00011982070389128944
485.1179931529643,0.00012016126705083311
485.1379931529643,0.00012050392787850317
485.1579931529643,0.0001208487129650179
485.1779931529643,0.00012119564949164374
485.19799315296433,0.00012154476504667097
485.21800315296434,0.00012189626371993521
485.2380031529643,0.00012224982202869338
485.2580031529643,0.00012260564310649573
485.2780031529643,0.00012296375473095134
485.2980031529643,0.00012332418441295673
485.3180031529643,0.00012368695945636393
485.3380031529643,0.00012405210682831443
485.35800315296433,0.00012441965311059977
485.3780031529643,0.00012478962469307249
485.3980031529643,0.00012516204764275197
485.41800315296433,0.0001255369477147723
485.4380031529643,0.00012591435044949364
485.4580031529643,0.00012629428118860004
485.47800315296433,0.0001266767650242245
485.4980031529643,0.00012706182700218034
485.5180031529643,0.00012744949195006276
485.53800315296434,0.00012783978468432292
485.5580031529643,0.00012823272999761839
485.5780031529643,0.0001286283525982489
485.59800315296434,0.00012902667728151765
485.6180031529643,0.00012942772882146007
485.6380031529643,0.00012983153198757095
485.65800315296434,0.00013023811132970438
485.6780031529643,0.00013064749114451784
485.6980031529643,0.00013105969533326164
485.71800315296434,0.00013147474715757623
485.7380031529643,0.0001318926690758654
485.75801315296434,0.00013231369342106135
485.7780131529643,0.00013273741966536416
485.7980131529643,0.00013316407618893273
485.81801315296434,0.00013359368006759067
485.8380131529643,0.00013402624676071373
485.8580131529643,0.00013446178984956265
485.8780131529643,0.00013490032100588046
485.8980131529643,0.00013534184990286803
485.9180131529643,0.00013578638420454466
485.9380131529643,0.00013623392933044635
485.9580131529643,0.00013668448856031092
485.9780131529643,0.00013713806279105686
485.9980131529643,0.00013759465067064312
486.01801315296433,0.00013805424838483793
486.0380131529643,0.00013851684975094941
486.0580131529643,0.00013898244613008115
486.07801315296433,0.0001394510264839964
486.0980131529643,0.00013992257722342613
486.1180131529643,0.00014039708250415073
486.13801315296433,0.00014087452387260302
486.1580131529643,0.00014135488054307192
486.1780131529643,0.0001418381290461045
486.19801315296434,0.0001423242431883982
486.2180131529643,0.00014281319389117519
486.2380131529643,0.0001433049490008859
486.25801315296434,0.00014379947302105766
486.2780231529643,0.0001442969762028094
486.29802315296433,0.00014479691827490256
486.3180231529643,0.00014529950043918414
486.3380231529643,0.00014580467168540047
486.35802315296434,0.00014631237670425273
486.3780231529643,0.00014682255593461747
486.3980231529643,0.00014733514539266228
486.41802315296434,0.00014785007672749585
486.4380231529643,0.00014836727725708407
486.4580231529643,0.00014888666999823006
486.47802315296434,0.00014940817367646426
486.4980231529643,0.0001499317028711509
486.5180231529643,0.00015045716800176506
486.53802315296434,0.0001509844755262451
486.5580231529643,0.0001515135280552128
486.5780231529643,0.00015204422447174376
486.5980231529643,0.00015257646020960656
486.6180231529643,0.00015311012744516223
486.6380231529643,0.00015364511522194597
486.6580231529643,0.00015418130994245853
486.67802315296433,0.00015471859537879082
486.6980231529643,0.0001552568530458596
486.7180231529643,0.0001557959622540756
486.73802315296433,0.0001563358002955477
486.7580231529643,0.00015687624255289204
486.7780231529643,0.00015741716251345514
486.79802315296433,0.00015795843182637499
486.8180331529643,0.0001585001910884837
486.83803315296433,0.0001590417668368693
486.8580331529643,0.00015958329610360223
486.8780331529643,0.00016012464363122328
486.89803315296433,0.00016066567273321993
486.9180331529643,0.00016120624547370498
486.9380331529643,0.0001617462229000483
486.95803315296433,0.00016228546542763837
486.9780331529643,0.00016282383296681633
486.9980331529643,0.00016336118536866494
487.01803315296434,0.00016389738280218836
487.0380331529643,0.00016443228602922767
487.0580331529643,0.0001649657567077567
487.07803315296434,0.0001654976579366244
487.0980331529643,0.00016602785440815524
487.1180331529643,0.00016655621299946385
487.13803315296434,0.00016708260305388635
487.1580331529643,0.00016760689679743188
487.1780331529643,0.00016812896972990515
487.1980331529643,0.00016864870102221147
487.2180331529643,0.00016916597376176245
487.2380331529643,0.00016968067529431465
487.25803315296434,0.00017019269750723597
487.2780331529643,0.00017070193697248752
487.2980331529643,0.0001712082950421894
487.3180331529643,0.00017171167802337321
487.33803315296433,0.00017221199722275207
487.35804315296434,0.00017270941710614487
487.3780431529643,0.0001732033620195785
487.3980431529643,0.0001736940084171322
487.4180431529643,0.00017418128892555723
487.4380431529643,0.00017466514177040256
487.4580431529643,0.00017514551113337567
487.4780431529643,0.00017562234732308092
487.4980431529643,0.00017609560699639117
487.5180431529643,0.00017656525332569834
487.5380431529643,0.0001770312564181934
487.55804315296433,0.00017749359331169904
487.5780431529643,0.00017795224838131976
487.5980431529643,0.00017840721336750455
487.61804315296433,0.0001788584877498521
487.6380431529643,0.0001793060788083398
487.6580431529643,0.000179750001974331
487.67804315296434,0.00018019028095832325
487.6980431529643,0.0001806269481327224
487.7180431529643,0.00018106004437451118
487.73804315296434,0.00018148961955655724
487.7580431529643,0.0001819157322482738
487.7780431529643,0.00018233844999832359
487.79804315296434,0.00018275784910535718
487.8180431529643,0.0001831740144344561
487.8380431529643,0.0001835870391473494
487.85804315296434,0.0001839970244119282
487.8780531529643,0.0001844042818079857
487.89805315296434,0.00018480852064106104
487.9180531529643,0.00018521006800411763
487.9380531529643,0.00018560905347709053
487.95805315296434,0.00018600561280707187
487.9780531529643,0.00018639988758730323
487.9980531529643,0.00018679202499486056
488.0180531529643,0.00018718217748273973
488.0380531529643,0.00018757050235740057
488.0580531529643,0.00018795716162997805
488.07805315296434,0.00018834232156683943
488.0980531529643,0.00018872615236318783
488.1180531529643,0.00018910882779592768
488.1380531529643,0.00018949052489776637
488.1580531529643,0.0001898714234958329
488.1780531529643,0.00019025170603377618
488.1980531529643,0.00019063155708269456
488.21805315296433,0.00019101116315347453
488.2380531529643,0.000191390712444684
488.2580531529643,0.00019177039438212203
488.27805315296433,0.00019215039939795339
488.2980531529643,0.00019253091855205574
488.3180531529643,0.00019291214313017896
488.33805315296433,0.0001932942641230349
488.3580531529643,0.0001936774717355718
488.3780531529643,0.0001940619548759155
488.39805315296434,0.00019444790051782257
488.4180631529643,0.0001948356873650416
488.43806315296433,0.00019522510924138126
488.4580631529643,0.00019561653741234847
488.4780631529643,0.00019601014570507638
488.49806315296433,0.0001964061034535466
488.5180631529643,0.0001968045753946879
488.5380631529643,0.00019720572127430373
488.55806315296434,0.0001976096955925598
488.5780631529643,0.0001980166477492491
488.5980631529643,0.00019842672176582072
488.61806315296434,0.0001988400561805315
488.6380631529643,0.00019925678415543119
488.6580631529643,0.00019967703349676595
488.67806315296434,0.0002001009265289818
488.6980631529643,0.00020052858047030125
488.7180631529643,0.00020096010720213056
488.7380631529643,0.00020139561364096795
488.7580631529643,0.00020183520184995
488.7780631529643,0.00020227896907432064
488.7980631529643,0.00020272700808348978
488.8180631529643,0.00020317940724959033
488.8380631529643,0.00020363625069953198
488.8580631529643,0.00020409761822043815
488.87806315296433,0.0002045635854281506
488.8980631529643,0.00020503422379912397
488.9180631529643,0.00020550960054737993
488.93806315296433,0.00020598977865286984
488.9580731529643,0.00020647506014390517
488.9780731529643,0.000206965014520483
488.9980731529643,0.00020745993300178958
489.0180731529643,0.00020795986119633516
489.03807315296433,0.00020846484075336217
489.0580731529643,0.00020897490924348986
489.0780731529643,0.0002094901004545037
489.09807315296433,0.00021001044457097457
489.1180731529643,0.00021053596851720473
489.1380731529643,0.00021106669589502115
489.15807315296433,0.00021160264751311905
489.1780731529643,0.0002121438413090686
489.1980731529643,0.00021269029294855625
489.21807315296434,0.00021324201576742127
489.2380731529643,0.0002137990212898205
489.2580731529643,0.00021436131937421516
489.27807315296434,0.0002149289186389097
489.2980731529643,0.0002155018264951862
489.3180731529643,0.0002160800499610726
489.33807315296434,0.00021666359533126217
489.3580731529643,0.00021725246896731615
489.3780731529643,0.0002178466769695228
489.39807315296434,0.00021844622540610493
489.4180731529643,0.00021905112031600044
489.4380731529643,0.00021966136770003972
489.4580731529643,0.00022027697331541475
489.4780831529643,0.00022089825442862668
489.49808315296434,0.00022152459467713294
489.5180831529643,0.00022215630770820095
489.5380831529643,0.00022279339710070916
489.5580831529643,0.00022343586562616362
489.5780831529643,0.00022408371552681868
489.5980831529643,0.00022473694828375568
489.6180831529643,0.00022539556481659405
489.6380831529643,0.00022605956555346032
489.6580831529643,0.0002267289506646611
489.6780831529643,0.00022740371988712692
489.69808315296433,0.00022808387293476293
489.7180831529643,0.00022876940929507201
489.7380831529643,0.00022946032872397094
489.75808315296433,0.00023015663106381763
489.7780831529643,0.00023085831664677783
489.7980831529643,0.00023156538634530157
489.81808315296433,0.0002322778418899738
489.8380831529643,0.00023299568579630354
489.8580831529643,0.00023371892210473187
489.87808315296434,0.00023444755593539856
489.8980831529643,0.00023518159419947686
489.9180831529643,0.0002359210451634828
489.93808315296434,0.0002366659185780046
489.9580831529643,0.00023741622557556463
489.9780831529643,0.0002381719785531417
489.99808315296434,0.000238933190849008
490.0180931529643,0.00023970026126509566
490.03809315296434,0.00024047243734124838
490.0580931529643,0.00024125011601014331
490.0780931529643,0.00024203331206013463
490.09809315296434,0.00024282204011688506
490.1180931529643,0.00024361631486844324
490.1380931529643,0.0002444161507886083
490.15809315296434,0.0002452215621119375
490.1780931529643,0.0002460325632667815
490.1980931529643,0.0002468491686696675
490.21809315296434,0.0002476713927986382
490.2380931529643,0.0002484992504681804
490.2580931529643,0.00024933275691061936
490.2780931529643,0.00025017192777955656
490.2980931529643,0.00025101677962582186
490.3180931529643,0.0002518673296335097
490.3380931529643,0.0002527235961367495
490.35809315296433,0.0002535855986848697
490.3780931529643,0.0002544533579660893
490.3980931529643,0.000255326896336086
490.41809315296433,0.00025620623764895106
490.4380931529643,0.0002570914074439677
490.4580931529643,0.0002579824326185174
490.47809315296433,0.00025887934153253484
490.4980931529643,0.0002597821638693634
490.5180931529643,0.00026069093031427093
490.53809315296434,0.00026160567239897405
490.5581031529643,0.0002625268836593445
490.57810315296433,0.0002634536760008304
490.5981031529643,0.0002643865407692331
490.6181031529643,0.0002653255103704167
490.63810315296433,0.0002662706173767862
490.6581031529643,0.00026722189415410346
490.6781031529643,0.0002681793730175916
490.69810315296434,0.00026914308620863074
490.7181031529643,0.00027011306614083163
490.7381031529643,0.0002710893450925271
490.75810315296434,0.00027207195565924497
490.7781031529643,0.0002730609304520988
490.7981031529643,0.0002740563026679317
490.81810315296434,0.00027505810580727755
490.8381031529643,0.0002760663741511267
490.8581031529643,0.00027708114276134364
490.8781031529643,0.00027810244785397283
490.8981031529643,0.0002791303266776692
490.9181031529643,0.00028016481836070506
490.9381031529643,0.00028120596335264313
490.9581031529643,0.0002822538042645395
490.9781031529643,0.0002833083853174283
490.9981031529643,0.0002843697524724533
491.01810315296433,0.0002854379533008109
491.0381031529643,0.0002865130368421299
491.0581031529643,0.0002875950531972437
491.0781131529643,0.00028868459954670394
491.0981131529643,0.00028978063791931655
491.1181131529643,0.00029088376289715916
491.1381131529643,0.00029199402602630645
491.1581131529643,0.0002931114785505118
491.17811315296433,0.0002942361717320501
491.1981131529643,0.0002953681564793063
491.2181131529643,0.00029650748329722337
491.23811315296433,0.0002976542028674011
491.2581131529643,0.00029880836576411785
491.2781131529643,0.00029997002252767926
491.29811315296433,0.00030113922403034816
491.3181131529643,0.00030231602158961655
491.3381131529643,0.00030350046693163274
491.35811315296434,0.00030469261284798695
491.3781131529643,0.00030589251280902944
491.3981131529643,0.000307100221644105
491.41811315296434,0.0003083157956238071
491.4381131529643,0.000309539292341796
491.4581131529643,0.00031077077139289475
491.47811315296434,0.000312010294177672
491.4981131529643,0.0003132579241234966
491.5181131529643,0.0003145137262715816
491.53811315296434,0.00031577776743584333
491.5581131529643,0.00031705011605823673
491.5781131529643,0.00031833084180304835
491.5981131529643,0.0003196200153959479
491.6181231529643,0.0003209183586410048
491.63812315296434,0.00032222464607607694
491.6581231529643,0.0003235395963886286
491.6781231529643,0.00032486328150341183
491.6981231529643,0.0003261957736657555
491.7181231529643,0.00032753714491472413
491.7381231529643,0.00032888746731764984
491.7581231529643,0.0003302468129227144
491.7781231529643,0.0003316152541442797
491.7981231529643,0.0003329928632807178
491.8181231529643,0.0003343797131920464
491.83812315296433,0.0003357758768392621
491.8581231529643,0.0003371814281202303
491.8781231529643,0.000338596441415553
491.89812315296433,0.00034002099228253746
491.9181231529643,0.0003414551573893442
491.9381231529643,0.0003428990150350343
491.95812315296433,0.000344352644915778
491.9781231529643,0.0003458161293093758
491.9981231529643,0.000347289552213575
492.01812315296434,0.00034877300056622277
492.0381231529643,0.0003502665634214632
492.0581231529643,0.00035177033216326407
492.07812315296434,0.0003532844003644123
492.0981231529643,0.00035480886366269477
492.1181231529643,0.00035634381924785625
492.1381331529643,0.00035789014106004193
492.1581331529643,0.0003594463824189344
492.17813315296434,0.0003610134138079866
492.1981331529643,0.0003625913355691713
492.2181331529643,0.0003641802480499895
492.23813315296434,0.0003657802521450657
492.2581331529643,0.00036739144865986773
492.2781331529643,0.0003690139386254345
492.29813315296434,0.00037064782324716173
492.3181331529643,0.0003722932044116434
492.3381331529643,0.0003739501840631408
492.35813315296434,0.0003756188650699534
492.3781331529643,0.00037729935062586064
492.3981331529643,0.0003789917453015594
492.4181331529643,0.00038069615444172355
492.4381331529643,0.00038241268503628475
492.4581331529643,0.0003841414455973152
492.4781331529643,0.0003858825468028644
492.49813315296433,0.0003876361011744837
492.5181331529643,0.000389402224554543
492.5381331529643,0.00039118103499991296
492.55813315296433,0.0003929726543338493
492.5781331529643,0.00039477720710335537
492.5981331529643,0.00039659482087234005
492.61813315296433,0.0003984256260707617
492.6381331529643,0.0004002697558793477
